@RELATION stats
@ATTRIBUTE turnsPlayed NUMERIC
@ATTRIBUTE survive {true, false}
@ATTRIBUTE fleetGenerated NUMERIC
@ATTRIBUTE fleetLost NUMERIC
@ATTRIBUTE fleetReinforced NUMERIC
@ATTRIBUTE largestAttack NUMERIC
@ATTRIBUTE largestLoss NUMERIC
@ATTRIBUTE largestReinforcement NUMERIC
@ATTRIBUTE planetsLost NUMERIC
@ATTRIBUTE planetsConquered NUMERIC
@ATTRIBUTE planetsDefended NUMERIC
@ATTRIBUTE planetsAttacked NUMERIC
@ATTRIBUTE numFleetLost NUMERIC
@ATTRIBUTE numFleetReinforced NUMERIC
@ATTRIBUTE numFleetGenerated NUMERIC
@ATTRIBUTE totalTroopsGenerated NUMERIC
@DATA
316,true,12123,972,10918,45,37,164,10,35,241,151,116,958,1109,22065
261,false,980,844,115,25,25,11,12,11,6,191,180,31,222,875
273,false,263,173,81,13,13,11,4,3,7,65,62,27,92,133
167,false,152,76,73,9,9,10,2,1,2,29,28,23,52,52
272,false,1696,1170,407,40,20,16,23,22,43,245,223,66,311,1556
274,true,6283,899,5146,40,32,46,19,40,230,137,97,624,761,14323
340,true,16837,1858,14579,126,36,126,18,45,178,222,177,909,1131,28632
339,false,2745,2190,420,45,31,35,25,24,92,259,235,42,301,3073
78,false,77,37,40,6,6,10,1,0,0,16,16,15,31,62
87,false,152,49,98,10,9,34,2,1,1,19,18,18,37,80
440,false,8356,5270,2695,45,35,38,77,76,248,613,537,274,887,7965
441,true,27133,1559,25372,30,27,486,34,38,254,203,165,719,922,13731
362,false,2649,1541,988,31,30,25,23,22,70,214,192,129,343,2173
441,true,45557,2435,42627,61,42,417,56,70,421,277,207,1439,1716,37213
331,false,1488,1020,409,45,21,27,14,13,36,180,167,47,227,1400
333,true,27788,1388,26190,27,24,218,22,41,362,194,153,1565,1759,36318
332,false,2818,2100,602,36,28,22,21,20,72,369,349,83,452,2531
333,true,9977,270,9680,28,22,568,4,7,83,37,30,227,264,3807
247,false,410,156,253,10,10,10,2,1,2,38,37,57,95,266
564,true,43856,1231,42001,102,38,371,26,36,229,147,111,1125,1272,22290
563,false,11773,6855,4091,53,45,57,120,119,327,759,640,409,1168,10805
564,true,51112,3398,46949,64,53,416,86,94,385,367,273,1679,2046,27148
166,true,7614,734,6259,227,86,407,1,21,86,40,19,238,279,8276
164,false,736,595,141,18,18,13,2,1,3,98,97,23,121,375
166,true,5849,80,5759,50,50,235,0,0,61,2,2,144,147,1660
165,false,1400,1048,348,50,50,30,2,1,1,101,100,32,133,1186
302,true,19074,630,18296,49,30,303,5,12,57,69,57,500,569,9619
301,false,1867,1522,221,50,36,20,21,20,61,194,174,20,214,2065
302,true,35793,1322,34138,45,43,406,13,34,111,138,104,1361,1499,40840
80,false,260,164,96,27,27,45,1,0,0,15,15,6,21,189
451,true,51621,4621,45308,208,65,541,62,85,356,401,316,1376,1777,37795
450,false,8066,5325,2037,73,73,91,72,71,263,441,370,204,645,9255
221,false,335,137,189,20,15,12,4,3,0,32,29,37,69,242
205,false,435,230,191,20,12,14,4,3,4,48,45,31,79,271
137,false,281,217,37,16,15,4,5,4,6,52,48,15,67,176
56,false,41,27,14,10,10,6,1,0,0,9,9,4,13,26
237,false,447,311,115,30,25,18,8,7,6,72,65,23,95,392
238,true,6960,1028,5719,56,56,81,9,36,65,147,111,432,579,19918
329,false,1457,746,621,37,21,30,16,15,42,136,121,99,235,1166
102,false,242,83,159,9,9,15,1,0,0,17,17,36,53,159
339,false,3465,2251,960,44,34,34,40,39,155,346,307,138,484,3640
340,true,17815,2473,14740,64,53,110,45,68,355,331,263,1165,1507,21010
272,true,10953,1033,5530,25,19,109,17,31,73,206,175,677,1081,8300
87,false,232,105,126,10,10,25,2,1,0,20,19,21,41,177
272,true,8533,360,4242,31,14,96,5,15,72,74,59,321,526,5531
271,false,1615,988,496,19,19,23,26,25,77,214,189,89,303,1305
603,true,56348,6558,47696,139,67,310,149,178,786,715,537,2227,2942,50517
512,false,3113,1326,1642,27,26,40,42,41,101,271,230,251,522,2695
147,false,164,51,113,6,6,8,1,0,5,30,30,47,77,77
602,false,15059,8664,5294,83,83,107,124,123,370,808,685,568,1376,13222
121,false,234,61,173,10,10,12,1,0,0,17,17,43,60,120
583,true,58270,2524,54627,110,57,432,74,86,330,289,203,1538,1827,28444
582,false,24602,13419,9352,73,45,80,237,236,671,1432,1196,862,2294,21722
583,true,82843,6657,74135,91,49,534,146,164,766,717,553,2754,3471,53602
249,true,10318,1382,8486,64,40,57,11,42,120,168,126,725,893,22803
248,false,976,713,134,45,31,27,14,13,37,129,116,14,143,928
81,false,83,22,61,6,6,15,1,0,0,6,6,14,20,60
112,false,102,100,0,15,15,0,2,1,0,28,27,0,28,84
909,true,249597,26560,211726,529,270,1670,234,267,951,1052,785,3515,4567,126656
908,false,72790,30237,34945,236,136,368,251,250,714,1257,1007,1106,2363,55816
301,false,992,395,596,20,20,25,5,4,4,55,51,77,132,822
210,false,660,348,308,29,29,17,2,1,0,46,45,47,93,372
381,false,2255,1993,262,32,32,15,1,0,0,244,244,46,290,984
382,true,9503,227,9271,15,15,440,1,2,246,49,47,181,230,5030
374,false,4705,3322,1358,30,30,21,12,11,65,492,481,201,693,4782
382,true,27928,1677,25798,150,61,3061,2,29,399,234,205,976,1211,45223
659,true,36126,5320,29347,77,50,893,163,164,514,688,524,1666,2354,17330
658,false,23857,8403,13416,110,40,59,213,212,487,910,698,1159,2069,14958
659,true,60098,4454,53216,115,37,480,146,165,599,517,352,2185,2702,35942
631,false,11513,4623,6124,85,49,47,107,106,321,590,484,631,1221,7286
357,false,2238,1344,711,32,27,25,30,29,72,202,173,90,292,1764
358,true,17600,708,16712,44,20,630,24,29,173,121,92,580,701,8692
328,false,4461,2562,1708,50,30,23,57,56,165,470,414,275,745,3884
358,true,27366,1696,25192,50,23,249,55,68,386,289,221,1430,1719,24127
561,false,16193,8749,6353,47,44,35,206,205,629,1178,973,859,2037,14591
563,true,41490,8862,30433,113,55,204,287,318,1442,1308,990,2220,3528,47455
562,false,11050,6117,4202,63,63,39,137,136,393,905,769,635,1540,9491
453,false,2763,1109,1415,45,30,45,42,41,126,210,169,236,446,1936
348,false,1683,885,716,20,20,30,31,30,53,233,203,134,367,1266
376,true,26775,1263,24992,37,18,235,70,90,455,280,190,1903,2183,22008
375,false,5090,2785,1965,25,20,25,96,95,230,599,504,357,956,3984
376,true,10601,761,9684,25,17,299,45,47,198,188,141,634,822,3276
676,true,34230,2637,30960,51,45,534,96,100,285,465,365,880,1345,12210
646,false,12079,6353,4702,48,38,33,147,146,389,782,636,522,1304,9892
676,true,83070,5547,74738,202,41,735,208,224,1019,736,512,3153,3889,49097
675,false,13244,6634,5710,69,55,67,167,166,441,889,723,652,1541,10738
575,false,13633,7214,5462,70,70,66,123,122,388,819,697,585,1404,11395
576,true,36920,2158,33957,125,41,332,56,65,255,234,169,1074,1308,19534
228,false,622,266,354,10,10,25,4,3,8,53,50,65,118,558
576,true,40136,2773,36864,50,36,314,61,70,406,357,287,1508,1865,26118
519,false,31014,11534,15381,280,172,351,198,197,1611,1278,1081,882,2160,27209
520,true,39787,16421,18715,252,152,779,181,214,996,1898,1684,1085,3016,47959
41,false,303,156,131,42,40,35,2,1,10,12,11,7,19,248
41,false,303,156,131,42,40,35,2,1,10,12,11,7,19,248
265,false,553,511,42,15,15,9,6,5,46,106,101,13,119,628
266,true,3442,660,2753,37,37,38,3,8,39,126,118,245,371,6677
110,false,215,131,83,20,20,15,2,1,7,22,21,13,35,192
266,true,7338,801,6397,29,22,53,3,22,48,132,110,609,741,18505
805,true,183080,15884,158446,441,163,884,211,244,936,844,600,2775,3619,100873
804,false,43876,23051,17156,185,185,151,235,234,549,1233,999,813,2046,38166
245,false,720,354,342,25,17,23,9,8,15,80,72,74,154,523
188,false,388,245,136,10,10,25,4,3,3,61,58,25,86,344
351,false,3191,2093,901,45,45,21,51,50,110,452,402,140,592,3004
352,true,32642,1168,31163,45,20,593,34,55,378,202,147,1898,2100,31531
344,false,2078,1717,294,30,30,14,25,24,72,284,260,52,336,1905
352,true,18332,862,17339,30,20,276,28,39,196,187,148,1256,1443,18097
395,false,7315,4223,2824,43,43,23,111,110,319,788,678,523,1311,6196
410,true,22077,3589,17801,46,38,193,119,150,839,643,493,1338,1981,33231
409,false,4760,2734,1820,35,34,49,56,55,194,432,377,339,771,4349
334,false,2128,868,1163,35,30,21,33,32,88,181,149,244,425,1618
82,false,67,37,30,6,6,10,1,0,0,15,15,11,26,52
415,true,15710,753,14915,18,18,133,7,20,70,207,187,975,1182,15895
414,false,547,475,62,10,8,7,12,11,42,177,166,22,199,593
415,true,18867,835,18003,24,22,162,1,18,52,159,141,940,1099,22261
360,true,16326,128,16164,24,15,530,5,8,79,49,41,323,372,5094
239,false,121,77,35,6,5,9,4,3,1,62,59,12,74,76
360,true,31147,1146,29665,50,34,241,27,42,212,162,120,1728,1890,25776
359,false,2762,1729,837,50,22,30,37,36,93,296,260,109,405,2403
517,true,42914,4746,36855,100,49,337,108,141,861,731,590,2202,2933,46012
483,false,3248,1903,1173,50,29,29,43,42,138,338,296,220,558,3008
157,false,409,179,218,15,8,9,4,3,7,51,48,61,112,297
516,false,9072,6325,2294,58,58,33,87,86,311,783,697,325,1108,9146
246,false,1499,1273,198,50,50,15,11,10,27,169,159,27,196,1414
247,true,10861,743,9829,72,61,80,12,30,157,97,67,670,767,17224
229,false,1002,909,84,30,30,18,5,4,6,145,141,12,157,852
247,true,4803,310,4440,57,41,97,0,4,103,19,15,204,223,7995
352,false,3346,2103,1100,35,35,35,24,23,81,260,237,125,385,2510
353,true,27032,831,15877,48,21,1003,10,14,151,120,106,347,519,5587
332,false,4387,2507,1666,40,30,24,42,41,97,374,333,209,583,3637
353,true,48957,1738,34731,32,32,360,45,67,355,236,169,1962,2397,28857
290,false,415,109,302,15,15,13,4,3,4,32,29,82,114,248
328,false,1116,478,589,49,49,40,13,12,30,98,86,100,198,791
521,true,84868,8545,72814,251,102,1499,138,171,729,745,574,1889,2634,69222
520,false,19560,11004,7053,101,100,85,143,142,429,910,768,589,1499,18186
480,false,12591,7585,4325,45,42,27,127,126,313,956,830,537,1493,11242
481,true,42500,3061,29778,86,39,238,80,102,530,359,257,1615,2084,27532
108,false,191,81,110,10,10,7,1,0,0,21,21,33,54,108
481,true,20495,1428,10779,53,26,296,33,37,214,209,172,502,759,5112
272,true,21924,1861,17897,98,51,143,52,81,418,269,188,1229,1544,21837
271,false,2901,1717,1073,40,40,36,35,34,62,265,231,164,429,2562
165,false,686,215,461,35,35,14,5,4,5,43,39,107,150,604
269,false,3162,1997,1001,36,35,28,37,36,72,302,266,142,444,2401
450,true,10395,1313,7948,98,30,301,28,49,247,302,253,518,833,12292
177,false,114,39,75,2,2,5,1,0,5,35,35,59,94,95
194,false,154,83,71,3,3,5,2,1,23,66,65,52,118,130
449,false,2495,1725,685,33,33,16,39,38,170,471,433,209,680,2642
60,false,148,55,80,25,12,15,2,1,2,10,9,13,23,106
99,false,213,160,47,25,25,10,3,2,6,25,23,7,32,180
107,true,1113,602,194,35,35,13,5,8,22,71,63,31,114,1282
106,false,398,269,110,28,28,12,6,5,16,41,36,14,55,358
91,false,8,8,0,5,5,0,1,0,13,2,2,0,2,91
222,false,321,262,59,7,7,7,2,1,1,89,88,24,113,123
223,true,8970,733,8039,57,57,58,5,26,155,75,49,711,786,16260
222,false,1062,778,265,35,35,12,7,6,4,115,109,36,151,915
338,false,1642,1215,380,30,19,21,14,13,50,222,209,54,276,1464
339,true,24981,709,24159,30,30,219,8,23,111,118,95,991,1109,24077
287,false,680,500,163,18,13,30,5,4,6,89,85,28,117,558
339,true,18039,871,17093,30,16,274,8,15,132,120,105,685,805,14401
185,true,1869,301,396,60,60,54,1,7,0,25,18,49,145,849
184,false,191,191,0,11,11,0,3,2,0,68,66,0,68,158
185,true,4100,843,1799,57,51,38,2,15,51,100,85,201,464,3498
155,false,172,88,62,25,10,15,3,2,5,16,14,10,26,110
224,false,778,345,416,45,45,27,4,3,5,46,43,51,97,691
439,true,40975,1438,39185,51,44,808,40,47,237,182,135,1045,1227,18644
438,false,9187,6157,2478,56,45,30,98,97,280,768,671,302,1070,8900
439,true,68660,2884,65059,149,38,412,53,76,415,335,259,1974,2309,50608
114,false,106,34,72,3,3,8,1,0,0,27,27,25,52,52
166,false,148,124,20,8,8,7,2,1,1,57,56,12,69,73
189,true,3618,1204,2047,60,49,62,9,34,83,131,97,155,286,15517
188,false,700,404,232,35,11,21,11,10,20,83,73,29,112,531
342,false,2073,1657,237,35,30,15,30,29,78,277,248,38,315,2203
343,true,19543,1974,17032,53,45,122,22,55,192,274,219,1164,1438,34747
91,false,73,46,27,4,4,10,2,1,0,22,21,8,30,61
74,false,80,59,21,10,10,3,2,1,0,22,21,10,32,64
176,false,353,93,258,6,6,15,3,2,2,28,26,64,92,274
522,true,37593,2166,35100,45,31,695,55,69,351,375,306,1518,1893,26965
521,false,9176,6088,2504,49,49,31,111,110,410,893,783,381,1274,9128
522,true,32196,1903,29924,49,34,229,50,64,324,325,261,1387,1712,23320
295,true,3710,138,3552,58,58,69,0,3,109,9,6,150,159,5249
294,false,876,708,168,17,17,16,1,0,0,152,152,37,189,609
295,true,19054,1295,17364,74,69,119,1,24,160,83,59,840,923,27535
260,false,1151,895,256,13,13,25,2,1,0,156,155,39,195,954
800,false,24261,8090,13464,139,116,109,225,224,601,821,597,1051,1872,15121
801,true,73634,10280,59502,280,107,319,266,285,824,1034,749,2500,3557,40439
675,false,19088,5399,12232,79,42,70,170,169,426,713,544,1098,1811,11308
674,false,14666,3196,10160,92,36,101,120,119,274,448,329,769,1217,7200
169,false,292,177,107,24,24,40,3,2,0,29,27,14,43,226
535,true,37953,2090,35292,72,35,645,60,65,261,309,244,754,1063,12423
534,false,15343,9284,4857,48,41,60,189,188,512,1118,930,544,1662,14574
535,true,73651,4325,68072,128,35,675,121,144,638,540,396,2503,3043,47652
238,true,12186,547,5939,45,20,174,6,14,88,65,51,434,591,6397
237,false,2345,1763,382,45,45,18,20,19,38,236,217,57,293,1943
238,true,19892,834,9398,35,28,103,8,28,100,93,65,824,1207,13525
139,false,563,250,313,21,21,35,1,0,0,27,27,33,60,420
163,false,1125,954,152,40,40,10,6,5,0,118,113,22,140,988
164,true,1782,796,782,94,92,122,0,21,103,21,0,12,33,11623
133,false,278,200,78,9,9,10,1,0,0,45,45,18,63,126
164,true,444,97,336,42,40,90,3,4,30,4,0,6,10,1378
272,false,531,366,144,10,6,6,22,21,51,202,181,66,270,493
273,true,1652,371,589,16,15,15,12,19,70,139,120,183,412,1056
186,false,101,76,24,4,3,5,4,3,3,48,45,18,66,76
273,true,3432,572,1216,9,9,15,10,28,54,237,209,448,994,2682
132,false,260,95,165,15,15,9,1,0,0,21,21,40,61,189
148,false,282,63,218,6,6,15,2,1,12,21,20,56,77,257
387,false,3640,2717,718,63,63,30,38,37,175,330,293,117,447,4248
388,true,12930,2144,10126,110,42,185,25,48,214,307,259,533,840,18509
368,true,34377,5498,26516,111,78,185,95,124,402,525,401,1250,1799,30959
367,false,9990,5644,3284,105,45,84,131,130,415,622,492,357,979,10908
312,false,1911,807,923,31,24,31,26,25,50,143,118,150,293,1259
65,false,373,149,206,30,20,15,3,2,3,22,20,38,60,240
334,false,1762,1082,612,20,12,12,37,36,98,354,318,150,504,1443
335,true,8485,480,3500,29,26,143,18,22,113,132,110,386,568,3807
321,false,657,367,263,8,8,10,15,14,21,122,108,83,205,469
335,true,16443,936,8627,19,18,107,24,48,205,265,217,1110,1591,12078
91,false,98,50,47,10,10,4,2,1,0,18,17,18,36,72
199,true,1757,1052,587,34,29,24,3,18,49,168,150,104,272,5911
198,false,384,299,79,11,11,6,4,3,12,79,76,29,108,298
138,false,146,47,99,5,5,10,1,0,1,18,18,33,51,118
182,false,186,61,124,6,6,10,2,1,0,25,24,40,65,120
85,false,127,36,91,10,10,6,1,0,0,10,10,31,41,82
330,false,3268,2253,878,70,70,24,27,26,92,383,357,173,556,3088
331,true,11502,1468,8540,109,43,153,17,40,297,215,175,509,751,15428
197,false,839,705,81,30,27,14,19,18,36,169,151,14,183,869
198,true,4764,403,1837,30,30,126,7,12,37,72,60,215,344,2877
71,false,191,165,24,30,30,6,2,1,0,20,19,4,24,144
198,true,10622,951,5125,30,27,106,8,31,77,149,118,438,752,9312
209,false,485,302,168,23,20,13,5,4,7,56,52,29,85,365
284,true,8130,446,3692,24,17,160,7,16,75,76,60,289,438,4493
283,false,1514,1034,430,25,25,16,15,14,45,182,168,65,247,1318
284,true,11195,777,5423,21,21,129,9,22,70,115,93,360,591,8590
315,true,42057,1301,39963,91,45,329,26,50,300,125,75,1890,2015,29282
281,false,2185,1483,630,24,22,35,24,23,14,245,222,101,346,1614
315,true,8806,497,8156,45,27,100,22,26,137,72,46,902,974,9230
314,false,3530,2471,892,45,36,28,34,33,43,305,272,93,398,3031
396,false,4795,2641,1863,41,30,29,75,74,163,456,382,299,755,3631
397,true,17307,500,10176,37,19,348,22,28,199,102,74,527,702,5795
354,false,4071,2024,1833,23,23,40,65,64,144,392,328,333,725,3190
397,true,33208,2228,23586,40,23,290,104,122,443,440,318,1793,2400,17654
484,true,45872,2913,42505,114,75,1089,29,54,332,300,246,1284,1584,38495
483,false,5118,4027,882,57,57,71,38,37,175,406,369,91,497,6196
120,false,125,84,41,15,15,6,2,1,1,23,22,13,36,111
113,false,164,104,55,15,10,7,3,2,1,27,25,15,42,129
381,true,26442,828,15386,99,25,629,19,24,107,125,101,462,656,5772
380,false,4803,3494,1149,36,36,23,43,42,101,466,424,143,609,4313
381,true,53279,1352,34873,49,43,257,19,42,276,159,117,1600,2094,31584
171,false,595,296,292,18,18,30,2,1,1,43,42,40,83,438
659,true,83226,5594,61779,119,54,922,140,155,563,545,390,2188,2861,33157
621,false,25028,10200,13290,74,57,100,200,199,523,1040,841,1177,2217,17284
659,true,65205,5312,46180,80,44,467,131,138,515,577,439,1893,2567,23977
658,false,11208,3808,6537,68,60,81,87,86,247,391,305,486,877,6869
431,true,28615,1259,27015,38,26,432,42,49,296,184,135,1110,1294,19163
430,false,5699,4046,1408,30,30,36,57,56,176,553,497,206,759,5262
431,true,34047,1546,32303,43,30,304,33,46,293,217,171,1248,1465,28682
421,false,2699,1468,1114,29,24,50,23,22,63,189,167,114,303,2378
368,false,24327,10364,10148,274,191,545,86,85,523,709,624,403,1112,18862
369,true,32837,9263,19897,412,269,547,73,98,565,679,581,492,1176,29409
119,false,463,69,394,6,6,63,1,0,0,57,57,53,110,119
170,false,677,55,622,5,5,50,1,0,0,48,48,115,163,170
220,false,413,104,304,14,14,20,5,4,0,32,28,60,92,263
431,true,22065,883,20613,93,29,298,22,27,163,111,84,528,639,8844
430,false,8807,5328,2885,43,43,58,102,101,289,708,607,380,1088,8129
431,true,36128,2636,32649,91,41,420,73,88,414,360,272,1413,1773,25999
394,true,25684,994,24626,26,25,288,10,20,147,170,150,954,1124,20745
303,false,1466,1196,254,25,25,14,9,8,59,235,227,42,277,1553
394,true,21249,738,20457,30,25,311,5,13,173,115,102,839,954,17833
393,false,1516,1284,173,33,33,11,12,11,85,161,150,29,190,1885
277,false,2569,1900,499,42,42,45,34,33,74,325,292,56,381,2591
278,true,9980,1243,8468,45,28,67,25,50,310,177,127,780,957,20164
234,false,475,337,109,26,18,14,7,6,11,87,81,25,112,361
135,false,303,160,141,15,15,14,3,2,4,36,34,25,61,204
103,false,444,85,359,18,18,30,1,0,1,10,10,42,52,324
373,false,10028,6843,2494,119,71,61,60,59,225,447,388,211,658,11030
374,true,34958,5233,27418,222,74,679,47,78,321,369,291,826,1205,40292
96,false,476,142,334,35,35,14,1,0,0,11,11,36,47,329
304,false,2498,1843,570,20,14,15,41,40,121,396,356,121,517,2491
305,true,13223,560,6590,20,20,118,15,24,183,113,89,426,662,7357
157,false,353,186,160,20,20,12,4,3,2,56,53,41,97,283
305,true,13253,741,7383,24,16,97,19,30,122,163,133,731,1028,8195
337,true,26763,1032,25468,40,31,238,35,50,287,170,120,1467,1637,21516
283,false,1446,850,461,40,20,24,27,26,43,182,156,70,252,1101
337,true,28927,1118,27464,52,32,176,46,61,332,203,142,1373,1576,23246
336,false,4043,2848,940,40,40,21,71,70,140,600,530,172,772,3901
121,false,48,30,18,5,5,3,1,0,0,26,26,15,41,41
122,false,49,32,17,5,5,3,2,1,0,29,28,14,43,44
311,true,16616,1716,14466,71,53,170,28,55,226,204,149,828,1032,29553
310,false,2680,1907,539,50,30,28,34,33,66,298,265,82,380,2473
445,false,2569,2098,351,36,25,14,30,29,76,429,400,80,509,2659
446,true,23073,1619,21014,60,33,205,22,53,301,247,194,1111,1358,33092
126,false,50,34,16,3,3,5,1,0,0,31,31,12,43,43
124,false,51,36,15,5,5,3,1,0,0,31,31,13,44,44
206,false,910,634,176,88,88,92,6,5,32,19,14,2,21,910
312,true,4416,1422,2340,467,205,239,10,13,64,196,183,201,397,6872
311,false,6112,4448,940,220,220,132,28,27,352,98,71,13,111,7927
312,true,13980,2912,10658,103,51,172,14,29,21,314,285,932,1246,24044
459,true,23169,868,22182,20,14,857,40,42,234,248,206,665,913,7324
458,false,2031,1207,737,25,25,17,34,33,97,348,315,200,548,1538
459,true,44012,1538,42169,36,18,497,77,103,683,463,360,2429,2892,39743
428,false,4481,3041,1255,16,16,20,96,95,293,868,773,324,1192,4345
231,true,2002,792,1006,102,100,88,3,21,85,21,0,14,35,16338
230,false,1987,1956,20,50,50,10,2,1,0,134,133,2,136,1816
231,true,2332,728,1142,422,90,90,0,14,89,14,0,17,31,14187
152,false,593,454,132,40,40,24,3,2,0,62,60,18,80,500
250,true,2174,198,1930,78,78,96,1,3,86,10,7,101,111,4036
249,false,725,659,63,15,15,6,4,3,3,155,152,17,172,526
250,true,36087,1531,34110,129,75,262,1,31,109,135,104,1963,2098,33974
175,false,796,605,190,30,30,12,3,2,2,89,87,29,118,705
345,false,3206,2465,529,43,43,40,48,47,170,351,304,77,428,3726
346,true,26868,638,17122,31,31,648,15,19,107,80,61,433,558,7231
225,false,885,508,315,50,22,30,10,9,6,85,76,32,117,679
346,true,33961,1632,24476,50,34,199,32,50,211,256,206,1229,1667,21142
341,false,6744,3242,3082,50,42,61,52,51,135,330,279,222,552,4981
342,true,23946,4178,18875,52,36,98,91,124,562,482,358,1306,1790,33406
338,false,6719,3870,2456,65,37,47,58,57,163,428,371,273,701,5607
125,false,599,268,327,21,21,35,2,1,2,30,29,35,65,455
241,false,970,897,69,30,30,18,2,1,1,118,117,8,126,749
257,true,2143,123,1939,79,30,93,0,2,70,7,5,84,91,4006
256,false,934,743,185,50,50,19,3,2,3,126,124,18,144,790
257,true,16296,838,15176,75,50,183,1,21,140,82,61,833,915,22890
303,false,1525,1047,401,35,21,14,28,27,79,230,203,62,292,1468
304,true,30626,1193,20033,35,19,184,27,55,183,229,174,1905,2460,20351
221,false,760,457,283,10,10,15,10,9,19,123,114,70,193,476
304,true,15870,319,8028,27,15,382,5,9,45,88,79,336,468,3199
161,false,232,55,177,7,7,10,1,0,0,20,20,61,81,162
158,false,232,101,131,10,10,10,1,0,0,40,40,41,81,162
658,true,72492,7855,62387,221,78,643,85,116,583,658,542,1674,2332,57878
657,false,15517,10627,3932,119,76,67,98,97,371,773,676,347,1120,17265
272,false,590,457,133,15,15,5,1,0,17,139,139,41,180,561
273,true,17521,1374,15927,54,37,106,0,24,144,139,115,1207,1346,24034
272,false,316,248,68,5,5,4,1,0,0,137,137,39,176,176
273,true,27,27,0,19,19,0,0,0,90,3,3,0,3,273
323,false,2449,1628,709,42,31,21,42,41,176,350,309,155,505,2743
324,true,13644,1338,12099,47,27,343,25,44,260,245,201,742,987,17163
229,false,319,170,138,15,12,10,3,2,8,47,45,40,87,140
249,false,427,225,179,15,10,9,13,12,17,81,69,67,148,391
265,true,10318,161,10116,29,23,231,1,6,21,30,24,359,389,5998
215,false,132,117,7,21,21,4,2,1,2,58,57,2,60,66
265,true,20077,1058,18825,40,40,153,9,28,79,113,85,1311,1424,24492
264,false,452,268,122,24,10,40,12,11,6,76,65,12,88,376
142,false,1147,355,757,20,20,45,6,5,1,54,49,89,143,786
339,false,6558,3409,2712,73,60,79,54,53,161,338,285,244,582,5991
340,true,30455,3014,25291,106,72,403,54,73,326,293,220,909,1215,25812
256,false,1516,742,686,36,32,57,16,15,50,102,87,72,174,889
846,true,108458,7438,97476,166,156,1194,137,160,669,538,378,1900,2438,54715
845,false,25615,12333,11010,105,91,106,150,149,327,861,712,740,1601,19276
184,false,259,111,145,8,8,10,4,3,1,38,35,41,79,161
186,false,321,151,158,15,8,8,3,2,4,47,45,52,99,208
981,false,37608,18037,16716,101,65,115,363,362,977,2026,1664,1629,3655,28648
982,true,127803,10645,113944,92,69,545,310,333,1368,1329,996,4989,6318,73707
527,false,4764,1589,3062,24,23,32,52,51,207,345,294,503,848,3769
982,true,60904,2871,56836,101,44,621,91,96,443,437,341,1241,1678,17343
367,true,21447,3376,16802,82,53,176,60,91,563,417,326,1069,1500,29261
366,false,10064,6169,3427,63,63,36,91,90,274,749,659,456,1205,8783
359,false,1792,498,1218,17,14,36,22,21,47,103,82,195,298,1412
263,false,401,147,251,13,13,15,2,1,8,36,35,51,87,267
170,true,720,363,352,9,9,10,0,4,49,102,98,105,207,1811
135,false,131,131,0,10,10,0,1,0,0,58,58,0,58,116
170,true,571,183,383,10,10,11,1,2,34,49,47,108,157,908
169,false,133,133,0,10,10,0,2,1,0,59,58,0,59,118
828,true,71272,4206,65105,102,48,355,137,146,579,445,299,2063,2508,31801
636,false,17848,5873,10703,56,51,58,144,143,327,709,566,1010,1719,11556
828,true,72687,7287,62885,168,45,282,212,221,741,783,562,2382,3165,35769
827,false,24000,10282,11705,81,76,56,216,215,490,1004,789,963,1967,15501
231,true,11562,695,10556,64,35,126,5,17,118,56,39,499,555,16578
201,false,1040,765,238,30,30,18,7,6,3,97,91,27,124,729
231,true,18798,574,17779,133,32,166,5,21,119,51,30,785,836,18786
230,false,1754,1376,335,29,29,45,6,5,2,199,194,40,239,1400
252,false,1427,1185,242,38,38,21,1,0,0,122,122,29,151,1183
253,true,2076,454,1406,102,81,140,1,12,99,13,1,21,34,10096
223,false,1067,838,227,25,25,16,2,1,0,122,121,35,157,793
253,true,2498,612,1592,224,95,188,0,15,113,15,0,18,33,12530
150,false,299,260,32,18,18,11,7,6,1,65,59,4,69,204
173,true,6465,325,2667,29,29,105,3,9,16,46,37,230,360,2693
172,false,370,233,103,50,30,30,5,4,0,39,35,11,50,264
173,true,11418,851,7148,50,41,77,5,25,53,87,62,582,838,9212
282,true,12877,350,12411,18,14,149,9,20,130,75,55,654,729,12570
87,false,87,76,11,10,10,3,1,0,0,31,31,5,36,74
282,true,15138,765,14238,40,40,237,14,23,99,120,97,669,789,14828
281,false,1882,1390,308,40,27,17,30,29,58,289,260,52,341,1765
185,false,917,672,165,35,16,21,20,19,46,170,151,30,200,949
188,true,5317,868,4097,23,23,43,19,40,208,152,112,550,720,7983
187,false,505,417,43,25,15,7,11,10,22,116,106,10,126,476
179,false,633,126,497,10,10,25,6,5,8,36,31,90,126,425
342,true,24377,322,24023,18,15,918,12,14,149,93,79,332,425,6799
314,false,1454,860,514,30,30,18,18,17,49,190,173,84,274,913
342,true,40061,1637,37996,45,19,264,62,92,412,321,229,2706,3027,41893
341,false,4395,2346,1741,45,27,20,65,64,146,552,488,249,801,3317
264,false,1772,1232,476,30,18,18,17,16,38,183,167,65,248,1405
265,true,8102,268,7690,83,25,106,10,11,98,45,34,577,622,4648
255,false,1880,1375,458,40,40,17,17,16,21,255,239,74,329,1501
