@RELATION stats
@ATTRIBUTE turnsPlayed NUMERIC
@ATTRIBUTE survive {true, false}
@ATTRIBUTE fleetGenerated NUMERIC
@ATTRIBUTE fleetLost NUMERIC
@ATTRIBUTE fleetReinforced NUMERIC
@ATTRIBUTE largestAttack NUMERIC
@ATTRIBUTE largestLoss NUMERIC
@ATTRIBUTE largestReinforcement NUMERIC
@ATTRIBUTE planetsLost NUMERIC
@ATTRIBUTE planetsConquered NUMERIC
@ATTRIBUTE planetsDefended NUMERIC
@ATTRIBUTE planetsAttacked NUMERIC
@ATTRIBUTE numFleetLost NUMERIC
@ATTRIBUTE numFleetReinforced NUMERIC
@ATTRIBUTE numFleetGenerated NUMERIC
@ATTRIBUTE totalTroopsGenerated NUMERIC
@DATA
232,false,839,439,371,15,15,25,14,13,25,119,106,115,234,665
468,false,9456,5987,2459,88,61,75,108,107,212,635,528,268,903,8886
469,true,32359,3000,27587,131,57,404,85,106,493,259,153,895,1154,29209
356,false,1401,792,567,18,14,30,25,24,37,204,180,146,350,1109
418,true,31218,1213,29729,30,20,473,63,81,424,275,194,2167,2442,21866
417,false,4430,2792,1325,27,27,20,82,81,217,617,536,297,914,3931
418,true,12593,669,11811,17,15,295,32,34,244,145,111,717,862,5541
211,false,280,267,5,20,20,5,2,1,16,65,64,1,66,268
212,true,8720,634,8009,32,32,104,0,16,34,90,74,699,789,14900
163,false,459,383,73,45,45,27,3,2,0,57,55,6,63,377
212,true,6962,605,6284,35,35,72,0,12,50,53,41,413,466,12723
388,false,1090,884,168,23,23,13,22,21,99,282,261,74,356,1182
210,false,221,90,128,10,10,4,4,3,27,49,46,69,118,215
125,false,67,43,24,5,5,1,1,0,0,28,28,24,52,55
389,true,5019,1139,3796,17,17,30,11,36,132,342,306,647,989,15608
643,true,58693,2180,55584,161,34,956,50,56,262,262,206,1027,1289,19154
642,false,13581,7668,4908,71,56,56,117,116,365,761,645,434,1195,11792
643,true,76288,2908,72299,133,55,467,71,83,446,333,250,2490,2823,40184
290,false,922,471,419,25,10,15,10,9,16,131,122,106,237,837
232,true,5107,332,4610,69,54,84,2,9,75,31,22,263,294,7957
231,false,1199,1034,140,45,45,27,5,4,6,140,136,13,153,1010
232,true,11200,977,9900,105,70,391,6,23,134,90,67,626,716,19059
221,false,1042,876,144,29,29,40,7,6,12,102,96,17,119,927
239,true,12538,1138,5393,30,18,68,15,39,98,284,245,855,1414,9835
238,false,594,395,170,30,30,9,16,15,19,124,109,44,169,531
239,true,6133,367,2456,24,20,72,3,11,44,66,55,249,424,3283
227,false,347,286,56,10,10,10,7,6,7,93,87,13,106,250
563,false,16650,8816,6656,56,46,52,159,158,539,1023,865,705,1728,14277
564,true,42420,4842,36339,106,43,185,121,136,589,648,512,1830,2478,33320
253,false,709,311,387,15,14,9,7,6,31,95,89,105,200,631
564,true,20514,1537,18538,68,36,304,38,43,252,206,163,567,773,8916
209,false,372,293,79,15,15,9,1,0,0,80,80,20,100,300
251,true,4995,353,4479,139,80,101,0,6,95,24,18,202,226,6530
250,false,1187,1131,55,30,30,12,2,1,5,145,144,8,153,1092
251,true,14406,747,13479,57,38,113,1,17,108,66,49,884,950,15507
470,false,3512,1661,1646,41,34,29,38,37,105,259,222,282,541,2623
515,true,25950,3155,21690,61,42,121,101,126,612,590,464,1559,2154,26813
514,false,6210,3506,2397,38,35,30,80,79,244,627,548,517,1144,5263
160,false,292,91,201,10,10,6,2,1,0,50,49,102,152,232
312,true,23549,924,22466,45,20,209,21,35,322,134,99,1097,1231,20835
307,false,1242,802,366,45,19,27,14,13,27,192,179,54,246,1199
312,true,16704,618,15983,35,20,275,12,18,167,84,66,623,707,13367
311,false,3026,2601,353,45,45,27,31,30,82,400,370,50,450,3099
144,false,732,361,356,24,24,40,4,3,7,40,37,36,76,601
507,true,62573,4635,56455,142,66,673,69,102,455,371,269,1524,1895,52558
506,false,10015,6881,2322,79,79,59,77,76,196,571,495,201,772,10296
104,false,181,83,98,15,15,9,1,0,0,19,19,24,43,129
254,false,431,276,135,16,12,15,5,4,8,83,79,39,122,316
330,true,7768,185,7564,15,9,290,4,5,96,63,58,271,334,918
329,false,2021,1546,353,30,30,18,39,38,86,351,313,62,413,1936
330,true,20200,812,19224,30,25,119,34,57,217,197,140,1659,1856,23171
161,false,510,386,124,20,20,11,1,0,1,75,75,22,97,388
224,true,5006,553,4323,78,50,56,0,9,81,42,33,259,301,9890
223,false,1474,1318,152,45,45,11,4,3,3,123,120,16,139,1310
224,true,9309,527,8510,99,55,94,2,11,95,30,19,326,356,11788
128,false,161,124,37,15,15,6,1,0,0,35,35,11,46,138
134,false,184,129,55,9,9,15,3,2,1,41,39,14,55,180
576,false,15107,8965,4621,131,92,93,109,108,283,611,503,285,896,14114
577,true,76954,5698,69157,123,97,459,96,123,444,438,315,1879,2317,52965
216,false,340,285,41,20,12,11,2,1,3,63,62,8,71,284
378,true,39143,1403,37525,32,32,292,10,40,253,180,140,1654,1834,42696
377,false,3635,2860,583,45,27,17,34,33,89,448,415,79,527,3591
378,true,18082,866,17100,45,27,1103,15,17,162,130,113,394,524,7372
209,false,274,229,32,80,80,32,3,2,3,6,4,1,7,296
376,true,2534,1149,1350,64,53,121,7,9,0,100,91,167,267,3429
375,false,10252,5856,3090,192,192,126,53,52,365,156,104,70,226,9865
376,true,20320,3397,14028,1250,100,339,39,55,108,360,305,1503,1863,21315
231,false,456,199,254,11,11,15,2,1,11,48,47,56,104,373
708,true,68712,2119,52166,211,42,775,46,50,263,264,214,842,1159,10883
707,false,17539,8114,7789,74,65,67,155,154,447,856,702,659,1515,14275
708,true,95773,4760,75450,100,56,610,101,115,398,436,321,2262,2885,38831
272,true,7711,183,3086,30,30,244,2,3,18,28,25,152,207,1358
271,false,539,354,168,13,13,8,10,9,15,86,77,40,126,400
272,true,19052,777,11262,32,27,149,14,39,91,160,121,1122,1560,13127
201,false,692,435,244,30,30,11,9,8,9,94,86,38,132,510
355,true,20500,1912,18074,70,51,159,60,72,359,238,166,948,1186,19873
187,false,303,175,114,40,38,24,6,5,10,29,24,22,51,230
355,true,12940,1069,11289,177,40,212,26,32,131,166,134,568,734,7850
354,false,7195,4211,2500,40,30,39,89,88,235,571,483,358,929,6544
140,false,120,88,29,6,6,3,3,2,5,41,39,24,65,85
94,false,49,23,26,3,3,5,1,0,0,17,17,19,36,36
179,false,222,146,66,10,5,6,6,5,14,59,54,25,84,173
180,true,1214,781,387,13,13,11,6,20,50,219,199,102,321,3059
273,true,1362,676,666,90,89,94,0,12,84,12,0,11,23,8778
272,false,379,306,73,10,10,6,1,0,0,123,123,29,152,314
273,true,560,412,90,94,91,90,0,10,81,10,0,1,11,4786
206,false,202,152,50,5,5,3,1,0,0,91,91,31,122,122
138,false,132,66,66,4,4,9,2,1,6,43,42,29,72,72
140,false,119,49,70,3,3,5,1,0,7,34,34,39,73,74
498,false,5123,3337,1344,74,62,85,50,49,186,419,370,152,571,5613
499,true,25855,2939,21747,301,113,530,42,65,272,374,309,770,1149,26785
486,true,30163,9666,14294,152,131,115,9,22,38,621,599,792,1625,15812
485,false,13468,784,9738,668,66,734,22,21,1090,55,34,206,261,14181
486,true,29608,10511,14062,110,82,132,20,31,17,1066,1035,1238,2501,17428
313,false,8773,678,6961,344,63,667,13,12,398,61,49,354,415,6402
483,false,8383,6115,1619,68,53,37,94,93,232,780,687,198,978,8434
484,true,83351,1918,80910,52,34,1224,48,64,371,268,204,2451,2719,44463
112,false,347,227,120,18,18,30,1,0,0,35,35,15,50,300
484,true,67993,1331,66259,63,46,1088,34,46,236,162,116,1461,1623,29296
116,false,116,41,75,10,10,6,1,0,0,14,14,32,46,92
128,false,141,110,31,7,7,10,1,0,3,47,47,9,56,116
299,true,9179,1391,7649,26,20,142,2,31,83,270,239,582,852,26098
298,false,382,307,57,15,13,9,5,4,17,79,75,13,92,371
230,false,1440,465,935,21,19,35,16,15,35,121,106,178,299,1057
324,false,3604,1621,1772,31,31,52,43,42,144,262,220,243,505,3068
399,true,18906,2637,15766,61,35,167,75,94,431,382,288,1165,1547,22352
398,false,5006,3048,1600,47,47,30,60,59,191,367,308,203,570,4225
352,true,40302,1761,37885,78,57,166,14,47,211,184,137,2186,2370,44151
351,false,2120,1902,158,53,53,25,19,18,57,267,249,21,288,2253
15,false,8,8,0,5,5,0,1,0,0,2,2,0,2,15
126,false,53,31,22,3,3,5,1,0,0,25,25,15,40,47
199,true,3510,1216,1982,104,90,160,0,21,125,22,1,26,48,15249
198,false,1510,979,524,45,45,21,2,1,0,114,113,58,172,1164
199,true,336,144,104,62,61,104,1,4,44,5,1,1,6,2501
189,false,521,395,126,12,12,9,1,0,0,97,97,36,133,146
259,false,892,756,64,40,27,18,12,11,33,105,94,6,111,990
260,true,7768,1011,6567,42,38,96,9,34,108,115,81,460,575,18011
118,false,175,167,3,15,10,3,2,1,0,50,49,1,51,153
115,false,158,85,73,6,6,15,2,1,0,27,26,18,45,141
279,true,13439,1558,11405,87,46,94,13,42,230,169,127,715,884,30221
278,false,2672,2054,460,40,30,30,24,23,40,284,261,45,329,2605
106,false,122,49,73,15,15,9,1,0,0,12,12,21,33,99
118,false,131,121,10,15,15,4,1,0,0,33,33,3,36,111
145,false,167,140,20,20,20,4,6,5,1,41,36,5,46,128
146,true,2184,1250,801,41,41,31,3,24,44,133,109,103,236,9392
123,false,47,47,0,5,5,0,1,0,1,36,36,0,36,44
121,false,44,8,36,1,1,5,1,0,0,8,8,27,35,37
298,false,1905,1368,446,27,27,35,33,32,63,296,264,67,363,1721
339,true,32901,1509,31159,35,35,398,41,59,353,273,214,1647,1920,33395
338,false,2730,2086,529,30,30,40,32,31,73,401,370,71,472,2494
339,true,30482,625,29634,55,20,476,15,29,215,126,97,1008,1134,19535
129,false,122,105,17,10,10,2,2,1,0,52,51,10,62,110
248,false,201,94,104,10,10,16,3,2,15,40,38,33,73,198
302,false,1874,1342,414,30,17,21,27,26,75,311,285,76,387,1695
303,true,7440,722,6509,40,24,152,17,36,247,137,101,545,682,14447
343,true,30975,1290,29183,43,32,250,42,56,339,160,104,1384,1544,26337
338,false,4769,2792,1626,45,33,29,59,58,133,453,395,215,668,3716
343,true,22717,1175,21195,38,22,148,47,57,274,213,156,1225,1438,18424
342,false,3816,2160,1485,28,28,35,41,40,76,322,282,175,497,2979
307,false,1010,547,407,28,28,19,11,10,47,121,111,91,212,654
453,true,43290,393,42707,50,22,408,11,22,133,68,46,1061,1129,15354
452,false,4866,3231,1346,50,43,16,67,66,174,542,476,216,758,4593
453,true,48023,1803,45729,103,38,314,59,70,393,335,265,2061,2396,32352
463,false,7428,4904,2220,38,38,27,69,68,211,618,550,266,884,6373
464,true,26375,511,25810,30,30,1257,11,13,196,61,48,524,585,7908
414,false,6090,3353,2493,30,28,35,53,52,202,557,505,310,867,5183
464,true,64274,3822,59878,76,56,292,99,127,779,592,465,3353,3945,60649
374,true,25166,925,24089,22,20,143,23,39,174,190,151,1384,1574,23699
274,false,640,386,237,18,18,10,9,8,6,84,76,54,138,388
374,true,20380,752,19524,30,21,333,14,24,125,149,125,764,913,13806
373,false,2800,1988,716,25,25,30,36,35,111,350,315,125,475,2727
385,true,36402,1121,21550,30,24,193,33,53,303,184,131,1473,1883,19916
384,false,5452,3205,1953,31,27,20,76,75,166,586,511,335,921,4671
385,true,29202,1730,17209,44,19,233,59,69,293,337,268,1120,1622,13692
380,false,2221,1105,999,21,19,22,29,28,62,226,198,184,410,1316
273,false,785,160,617,14,14,22,5,4,17,64,60,146,210,210
437,false,4851,2593,1811,49,39,45,58,57,213,377,320,308,685,3630
438,true,20779,3335,16568,35,28,137,100,123,539,484,361,1197,1683,23116
425,false,5050,2219,2629,26,24,35,61,60,134,404,344,399,803,4222
116,false,200,103,92,6,6,10,3,2,2,35,33,26,61,130
372,true,18749,1650,16165,35,27,182,16,45,95,238,193,1097,1360,25446
371,false,1552,1086,352,37,37,24,27,26,60,171,145,57,228,1670
257,false,862,281,569,37,37,33,7,6,20,48,42,103,151,556
194,false,359,297,1,45,27,1,4,3,1,53,50,1,54,245
207,true,18525,791,17583,45,21,126,5,26,75,103,77,1282,1385,26071
206,false,501,395,62,40,20,10,10,9,11,82,73,10,92,451
207,true,8463,315,8069,40,39,468,6,9,32,31,22,238,269,3187
122,false,333,175,147,20,16,14,3,2,0,27,25,20,47,195
79,false,297,77,220,12,12,20,1,0,0,13,13,27,40,160
442,false,14863,8653,5050,134,108,151,71,70,183,445,375,260,705,13284
443,true,34741,5256,27778,144,92,329,64,83,365,297,214,775,1072,32048
488,true,62118,1061,60635,60,49,442,27,42,180,162,120,1371,1533,29081
86,false,63,45,18,10,10,4,1,0,0,16,16,8,24,48
488,true,57178,1676,55150,58,50,534,39,48,246,278,230,1574,1852,29117
487,false,5860,4263,1069,41,33,32,74,73,210,551,478,131,682,6116
226,false,1761,1194,470,50,50,23,18,17,7,173,156,56,229,1297
235,true,7776,579,6976,55,53,52,11,21,128,54,33,479,533,11803
234,false,1901,1482,380,25,25,40,10,9,4,210,201,51,261,1450
235,true,15001,816,13638,71,40,162,7,29,173,68,39,665,733,20674
286,false,2271,1731,449,36,36,21,23,22,66,254,232,73,327,2343
287,true,15992,1287,12784,92,35,479,17,40,214,162,122,697,883,16054
145,false,272,191,80,20,20,12,3,2,6,46,44,19,65,224
83,false,242,66,176,12,12,20,1,0,6,13,13,34,47,188
307,false,910,663,237,18,17,30,7,6,10,96,90,28,124,792
308,true,15482,926,14449,33,26,196,3,19,38,107,88,738,845,23896
159,false,378,270,108,18,18,15,1,0,0,42,42,24,66,216
308,true,10917,712,10163,30,30,163,1,9,50,83,74,447,530,10952
390,false,3716,2168,1321,31,28,31,46,45,150,329,284,204,533,2902
391,true,23636,1617,14858,40,27,128,42,54,286,263,209,1179,1576,12910
332,false,3512,1532,1868,21,21,23,36,35,129,275,240,335,610,2834
391,true,15199,952,9319,40,28,202,31,37,167,195,158,572,826,7165
717,true,58748,2605,55355,124,66,648,50,55,352,255,200,1006,1261,18722
716,false,27582,13095,12701,115,78,73,193,192,686,1182,990,1123,2305,22194
717,true,95682,7559,86468,144,64,629,134,155,635,760,605,3299,4059,58465
282,false,1229,486,736,15,15,21,5,4,23,109,105,134,243,792
112,false,667,468,197,24,22,40,2,1,0,51,50,19,70,496
143,true,3070,1210,1652,108,94,124,0,22,54,22,0,23,45,14379
142,false,292,249,43,22,22,10,1,0,0,54,54,12,66,156
143,true,116,30,84,32,30,52,1,1,19,1,0,2,3,471
230,false,438,256,157,23,13,15,6,5,2,91,86,49,140,311
279,false,332,172,157,11,9,15,5,4,2,54,50,37,91,254
503,false,11432,7313,3293,76,76,57,97,96,301,698,602,344,1042,11008
504,true,42990,4389,37169,144,63,300,84,115,588,450,335,1252,1702,43615
302,false,1443,1191,210,30,30,18,17,16,43,234,218,39,273,1432
380,true,42228,1002,41110,30,30,318,16,31,195,153,122,1610,1763,34832
379,false,1168,843,274,20,14,13,14,13,27,177,164,50,227,1091
380,true,31355,304,31007,20,18,411,6,11,104,56,45,514,570,10512
292,false,1809,966,737,35,35,27,26,25,39,165,140,99,264,1235
396,true,21802,352,21397,35,20,1063,14,14,111,67,53,224,291,1862
395,false,5533,3573,1676,56,56,40,69,68,199,548,480,245,793,5081
396,true,60764,2165,57969,68,47,570,70,96,446,345,249,2827,3172,43393
324,true,13233,1622,11295,51,51,61,24,51,265,202,151,1004,1206,27858
323,false,1596,1216,326,40,40,23,17,16,43,210,194,46,256,1596
114,false,152,51,101,6,6,10,1,0,0,20,20,32,52,104
315,false,1247,998,204,25,25,24,15,14,30,158,144,46,204,1152
210,false,742,223,508,13,13,15,5,4,2,55,51,104,159,345
303,false,2171,1368,695,31,31,28,30,29,76,217,188,125,342,1924
304,true,10347,1514,8392,30,29,106,43,68,440,290,222,924,1221,16032
303,false,2799,1754,934,25,24,30,29,28,103,386,358,194,580,2311
461,false,4529,1710,2572,36,36,64,55,54,146,282,228,314,596,3494
594,true,58704,6625,50455,62,40,227,234,249,994,930,681,3188,4118,41230
593,false,22662,11501,9170,101,48,66,297,296,817,1650,1354,1110,2760,18620
594,true,43044,3095,38870,70,42,322,109,120,541,473,353,1166,1639,19816
233,false,710,379,275,27,18,45,12,11,12,68,57,35,103,590
275,true,13940,1346,12260,52,28,158,21,44,180,218,174,926,1144,20349
274,false,1619,1257,300,29,29,23,21,20,89,177,157,40,217,1702
227,false,684,161,505,13,13,24,8,7,11,41,34,105,146,476
213,false,1203,1062,137,40,40,12,2,1,4,104,103,16,120,1016
214,true,17601,974,16290,75,63,150,1,19,82,81,62,768,849,23327
201,false,924,711,202,40,40,15,3,2,13,84,82,21,105,812
214,true,3403,269,3044,78,42,133,1,5,68,26,21,142,168,7154
243,false,1571,1340,227,35,31,14,2,1,0,195,194,27,222,1329
244,true,2452,547,1708,120,79,82,1,14,159,14,0,35,49,9868
217,false,746,577,164,15,12,8,3,2,0,178,176,49,227,533
244,true,1632,593,896,82,81,86,0,19,152,19,0,18,37,10709
386,true,18513,816,17518,25,25,296,28,35,190,174,139,724,898,10559
385,false,4748,3533,966,43,43,18,60,59,177,639,580,185,824,4414
386,true,37751,1289,36202,33,25,382,29,52,283,251,199,1421,1672,41191
277,false,580,204,359,9,9,25,6,5,6,50,45,63,113,477
374,false,2648,1436,1165,28,28,22,26,25,64,254,229,193,447,2193
306,false,738,218,514,15,15,25,5,4,2,62,58,121,183,603
376,false,3276,2114,1076,38,38,34,30,29,84,316,287,168,484,2462
377,true,13086,1403,11376,27,26,134,39,60,417,227,167,814,1041,21078
422,false,1912,1341,425,31,23,21,30,29,70,253,224,80,333,1822
122,false,133,82,51,19,19,8,2,1,2,36,35,20,56,57
494,false,9043,5522,2893,60,60,38,83,82,337,769,687,414,1183,8670
495,true,46713,4200,41143,455,34,777,94,125,733,614,489,1733,2347,45791
463,false,8707,5810,2549,46,37,33,72,71,324,702,631,331,1033,8316
464,true,26940,1831,24871,41,29,226,43,52,332,248,196,997,1245,23099
343,false,1330,774,528,25,17,14,10,9,47,160,151,93,253,1269
464,true,27165,1845,25048,45,44,228,31,44,343,307,263,881,1188,22128
256,false,726,359,296,30,29,50,9,8,18,61,53,31,92,320
178,false,279,49,227,11,11,50,2,1,2,9,8,30,39,208
289,false,4206,2527,1330,46,40,41,50,49,87,366,317,176,542,3781
290,true,15421,1730,13127,133,40,348,44,67,338,186,119,887,1073,21693
221,false,438,355,40,25,25,10,16,15,7,108,93,9,117,395
240,true,8343,1003,7060,77,39,133,14,35,98,145,110,376,521,20783
239,false,92,83,9,5,5,3,3,2,1,65,63,7,72,90
144,false,64,17,47,3,3,5,1,0,0,15,15,42,57,57
143,false,65,45,20,1,1,5,1,0,0,45,45,13,58,58
148,false,69,38,31,3,3,5,2,1,0,34,33,27,61,62
403,false,2840,2193,494,30,28,22,32,31,105,325,294,70,395,2938
404,true,28564,1974,26072,100,28,337,24,55,244,274,219,1024,1298,36908
300,true,17920,2078,15330,80,33,295,37,64,335,277,213,746,1023,25406
299,false,5548,3779,1436,89,89,35,49,48,164,420,372,160,580,5219
129,false,506,128,372,16,14,30,3,2,2,21,19,41,62,361
138,false,481,260,216,30,30,18,2,1,2,32,31,29,61,312
369,true,26643,3186,23012,45,36,213,37,68,625,397,329,1491,1888,40825
368,false,5596,4478,949,46,46,27,38,37,179,542,505,133,675,6067
147,false,444,256,188,15,15,25,1,0,11,47,47,34,81,415
339,false,2433,1714,627,25,25,18,19,18,90,253,235,85,338,2530
248,false,507,366,141,7,7,10,1,0,0,136,136,50,186,374
249,true,9339,483,8756,64,57,169,1,12,107,37,25,606,643,11098
245,false,717,595,120,15,15,7,3,2,1,155,153,34,189,559
249,true,18742,836,17695,46,36,156,0,19,121,100,81,1306,1406,19957
367,false,5250,3402,1630,41,41,25,52,51,173,567,516,244,811,4460
368,true,22246,1134,20928,53,32,427,23,34,230,199,165,861,1060,15444
330,false,2363,1382,878,45,23,27,24,23,60,225,202,118,343,1913
368,true,29634,1454,27858,45,25,167,43,58,411,254,196,1515,1769,31615
252,true,19014,710,17930,74,52,179,21,34,210,88,54,1129,1217,13342
251,false,2967,1944,844,36,36,45,32,31,46,338,307,120,458,2452
252,true,15932,662,14936,75,34,142,18,31,227,112,81,907,1019,11904
249,false,1497,972,461,20,20,28,17,16,14,205,189,66,271,932
317,false,1849,1293,460,45,42,27,12,11,30,134,123,42,176,1681
318,true,23127,2532,20220,126,66,186,18,51,266,277,226,1275,1552,36950
304,false,2348,2040,244,43,43,40,17,16,78,224,208,22,246,2763
199,false,783,217,564,24,24,40,2,1,0,24,23,59,83,672
354,true,11232,757,6249,26,13,128,29,47,184,229,182,798,1170,8460
353,false,1057,611,404,15,15,10,25,24,70,224,200,115,339,801
354,true,9743,565,5124,15,11,95,21,31,137,196,165,889,1231,5621
349,false,1107,666,407,10,10,8,31,30,54,272,242,138,411,915
770,false,28789,10742,15957,82,51,79,259,258,710,1294,1036,1386,2680,19968
771,true,49342,3731,31712,85,42,509,109,116,439,490,374,1252,1819,14765
716,false,19660,7851,9942,133,42,86,196,195,537,975,780,1036,2011,12412
771,true,99758,10812,70421,121,63,317,331,352,1246,1327,975,4023,5619,51035
214,false,514,289,209,13,13,10,10,9,10,99,90,60,159,304
192,false,642,132,508,11,11,22,3,2,19,32,30,112,144,166
234,false,1343,746,500,40,15,24,22,21,31,205,184,73,278,950
235,true,12769,1123,7617,55,55,62,19,46,194,234,188,868,1250,12811
394,true,43427,2975,29236,65,30,264,68,83,421,401,318,1610,2187,26428
360,false,4220,2230,1799,37,37,30,35,34,196,288,254,216,504,3491
394,true,23546,843,12830,53,33,351,10,15,91,141,126,329,551,4878
393,false,4968,2926,1861,49,49,35,51,50,160,361,311,257,618,4700
494,false,6973,4718,1816,64,59,47,58,57,168,424,367,171,595,6949
495,true,41333,2530,37787,203,73,415,50,69,356,251,182,1121,1372,27379
147,false,156,121,34,15,15,6,2,1,0,39,38,13,52,137
213,false,168,105,56,15,11,6,3,2,1,29,27,16,45,144
259,false,1851,1362,399,25,25,16,22,21,45,217,196,72,289,1713
260,true,9819,1392,7522,36,27,98,17,50,172,211,161,764,1023,17005
144,false,345,214,123,20,20,8,3,2,12,48,46,24,72,279
158,false,548,164,380,20,20,22,2,1,5,18,17,58,76,332
474,true,36593,738,35748,32,19,314,16,28,99,162,134,1164,1326,20978
137,false,188,131,57,9,9,15,1,0,0,40,40,15,55,165
474,true,37999,1371,36496,22,15,187,32,50,193,356,306,1979,2335,32561
473,false,2619,1878,569,34,34,18,55,54,171,440,386,154,594,2686
536,false,6583,4267,1978,57,50,57,49,48,171,427,379,200,627,6369
537,true,48104,3939,43140,271,90,1729,70,91,538,420,329,1533,1953,41422
484,false,3540,2095,1185,42,36,37,36,35,122,260,225,149,409,3321
170,false,237,122,115,13,13,13,2,1,3,40,39,42,82,164
100,false,104,49,55,15,15,6,1,0,0,10,10,17,27,81
106,false,116,82,34,15,15,6,1,0,0,21,21,10,31,93
509,true,60184,5473,52734,150,68,258,95,126,531,536,410,1746,2282,44762
508,false,13653,8292,4369,63,63,71,107,106,345,660,554,330,990,12969
282,true,10191,461,9664,30,20,442,12,15,97,97,82,392,489,3974
254,false,1106,767,291,31,31,22,12,11,33,124,113,39,163,896
282,true,28082,938,26868,50,26,346,27,52,332,157,105,1738,1895,32772
281,false,2448,1680,602,30,23,50,40,39,75,437,398,79,516,2173
307,false,738,529,192,23,17,13,10,9,13,116,107,48,164,675
364,true,26468,1162,25076,31,30,254,22,35,288,179,144,1178,1357,24544
363,false,5183,3821,1138,30,30,40,50,49,147,569,520,134,703,5131
364,true,25201,1154,23881,33,24,349,24,35,247,147,112,939,1086,21825
164,true,3815,711,1477,17,17,31,4,17,47,120,103,226,555,3007
163,false,594,454,123,16,16,11,14,13,21,106,93,22,129,510
164,true,1963,471,688,25,21,19,5,10,23,79,69,100,270,1013
108,false,156,71,85,25,25,15,2,1,0,18,17,19,37,103
127,false,66,39,27,5,5,1,1,0,0,32,32,27,59,59
282,false,236,145,88,7,7,5,3,2,15,92,90,62,154,186
529,false,2724,2100,538,38,38,24,32,31,149,369,338,149,518,2862
530,true,8120,1249,6639,56,31,74,24,45,212,283,238,656,939,18757
325,true,14234,921,13219,34,34,173,9,25,174,134,109,711,845,21394
324,false,2193,1804,351,20,19,18,17,16,61,297,281,51,348,2219
325,true,7449,571,6839,29,23,114,5,9,78,78,69,344,422,7575
108,false,211,153,56,20,18,8,2,1,1,33,32,13,46,184
147,false,41,17,24,2,2,5,2,1,0,16,15,19,35,36
100,false,38,20,18,3,3,5,1,0,0,18,18,13,31,31
360,true,13426,1885,11229,51,51,137,22,45,247,282,237,645,927,23230
359,false,3396,2635,637,47,47,31,32,31,113,349,318,107,456,3729
334,false,1671,802,780,18,18,30,18,17,29,195,178,102,297,1181
361,true,42888,1633,40930,30,23,446,44,69,446,280,211,2158,2438,33137
360,false,4365,2826,1304,30,30,21,50,49,135,459,410,202,661,3598
361,true,22621,357,22190,28,18,1326,14,15,78,63,48,243,306,3535
274,true,7185,539,6591,34,34,128,2,8,34,65,57,425,490,7703
213,false,565,491,68,20,15,12,5,4,10,95,91,14,109,475
274,true,13092,888,12025,30,24,162,6,24,63,114,90,620,734,21683
273,false,527,382,120,30,18,6,6,5,8,64,59,20,84,480
345,false,8168,4210,3356,106,52,53,60,59,206,399,340,295,694,6740
194,false,753,251,461,31,20,50,7,6,5,51,45,44,95,612
328,false,1377,652,654,35,35,22,14,13,33,99,86,93,192,959
346,true,20098,3066,16017,121,52,131,60,81,390,303,222,929,1235,19814
368,true,15423,1771,13312,59,35,105,24,53,234,319,266,1016,1335,27770
367,false,2091,1596,303,34,26,15,34,33,105,332,299,60,392,2342
106,false,35,23,12,5,5,3,1,0,0,18,18,10,28,28
104,false,37,37,0,5,5,0,2,1,0,31,30,0,31,32
411,true,21359,964,20167,53,25,478,36,44,244,180,136,727,907,10387
410,false,2958,1892,957,35,30,18,39,38,160,389,351,165,554,2674
411,true,32598,1749,30362,41,20,198,79,95,571,361,266,2188,2549,26843
408,false,4916,3066,1594,30,23,21,89,88,158,602,514,319,921,4367
341,false,2686,2147,457,30,30,14,29,28,101,398,370,74,472,2630
342,true,17072,567,16401,44,15,307,9,15,147,115,100,624,739,9726
271,false,629,341,246,25,10,10,10,9,13,99,90,54,153,549
342,true,21273,758,20331,40,16,171,20,34,262,134,100,1024,1158,22789
260,true,13492,760,12457,156,52,743,4,22,197,141,119,727,868,14897
259,false,622,540,81,7,7,10,3,2,0,281,279,26,307,518
260,true,7165,75,7090,15,15,1426,0,0,122,10,10,15,25,780
213,false,511,406,96,15,15,6,6,5,2,108,103,27,135,432
407,true,36329,2508,32888,103,75,347,46,73,329,274,201,1269,1543,36963
406,false,4991,3434,1111,57,57,40,57,56,145,411,355,137,548,5224
131,false,103,57,46,10,10,6,1,0,0,23,23,20,43,88
119,false,93,80,13,6,6,10,1,0,0,37,37,2,39,78
298,false,2575,1915,463,51,51,27,32,31,76,285,254,78,363,2340
299,true,8083,981,6723,53,22,200,19,40,209,152,112,446,598,18083
117,false,67,26,41,3,3,6,1,0,0,22,22,24,46,46
199,false,163,94,62,17,17,15,4,3,0,45,42,37,82,93
566,false,15517,8198,5911,99,67,73,106,105,326,629,524,428,1057,13856
125,false,286,71,215,10,10,15,1,0,0,14,14,48,62,192
127,false,461,160,299,18,16,30,2,1,1,22,21,38,60,357
567,true,66999,6509,57863,317,79,441,94,119,478,500,381,1507,2007,43034
348,true,19998,2373,16619,44,32,214,45,76,327,382,306,1567,1961,24216
328,false,1895,907,838,51,44,65,22,21,69,136,115,115,251,1344
161,false,308,86,217,8,8,10,3,2,1,31,29,75,106,179
